θname,θindices,n_random_combinations,simultaneous_coverage_reference_sets,coverage_reference_sets_lb,coverage_reference_sets_ub,pointwise_coverage_reference_sets,simultaneous_coverage_realisations,coverage_realisations_lb,coverage_realisations_ub,simultaneous_coverage_realisations_alternate,coverage_realisations_alternate_lb,coverage_realisations_alternate_ub,pointwise_coverage_realisations,num_points
"[:α, :β, :x0, :y0, :σ]","[1, 2, 3, 4, 5]",0,0.946,0.9301259944229326,0.9591766488743693,[0.987 0.993; 0.988 0.993; 0.988 0.993; 0.989 0.993; 0.988 0.993; 0.988 0.993; 0.989 0.993; 0.989 0.993; 0.989 0.993; 0.989 0.993; 0.99 0.993; 0.99 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.99; 0.988 0.989; 0.987 0.989; 0.988 0.988; 0.988 0.988; 0.988 0.988; 0.988 0.988; 0.989 0.988; 0.989 0.988; 0.989 0.989; 0.988 0.989; 0.988 0.989; 0.988 0.989; 0.989 0.99; 0.989 0.99; 0.99 0.991; 0.99 0.991; 0.991 0.991; 0.993 0.991; 0.993 0.992; 0.992 0.992; 0.991 0.994; 0.992 0.994; 0.992 0.994; 0.992 0.994; 0.992 0.994; 0.991 0.994; 0.99 0.994; 0.99 0.994; 0.99 0.995; 0.991 0.997; 0.992 0.997; 0.991 0.997; 0.991 0.997; 0.991 0.997; 0.99 0.997; 0.989 0.997; 0.989 0.996; 0.989 0.995; 0.989 0.994; 0.99 0.994; 0.99 0.993; 0.989 0.991; 0.989 0.99; 0.989 0.99; 0.988 0.99; 0.987 0.989; 0.987 0.989; 0.987 0.989; 0.987 0.989; 0.988 0.988; 0.988 0.987; 0.989 0.986; 0.99 0.988; 0.99 0.989; 0.991 0.989; 0.99 0.989; 0.99 0.989; 0.99 0.99; 0.989 0.99; 0.989 0.989; 0.989 0.989; 0.989 0.989; 0.991 0.988; 0.991 0.988; 0.991 0.988; 0.991 0.988; 0.991 0.987; 0.991 0.988; 0.991 0.988; 0.991 0.988; 0.99 0.988; 0.99 0.989; 0.99 0.99; 0.99 0.99; 0.99 0.99; 0.99 0.99; 0.99 0.99; 0.99 0.988; 0.99 0.988; 0.99 0.988; 0.99 0.988; 0.99 0.99; 0.99 0.99; 0.99 0.991; 0.99 0.991; 0.99 0.991; 0.991 0.991; 0.991 0.991; 0.99 0.991; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.989 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.991 0.992; 0.991 0.992; 0.991 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.99 0.992; 0.991 0.992; 0.992 0.992; 0.992 0.992; 0.993 0.992; 0.993 0.992; 0.992 0.992; 0.992 0.992; 0.992 0.993; 0.992 0.993; 0.992 0.993; 0.992 0.993; 0.992 0.992; 0.993 0.992; 0.993 0.992; 0.993 0.992; 0.993 0.991; 0.993 0.99; 0.993 0.99; 0.994 0.991; 0.994 0.991; 0.994 0.991; 0.994 0.988; 0.994 0.991; 0.994 0.99; 0.994 0.99; 0.994 0.99; 0.993 0.989; 0.993 0.989; 0.993 0.989; 0.992 0.99; 0.993 0.99; 0.992 0.99; 0.992 0.991; 0.993 0.991; 0.994 0.991; 0.994 0.992; 0.993 0.992; 0.994 0.992; 0.994 0.992; 0.993 0.991; 0.993 0.991; 0.993 0.991; 0.992 0.991; 0.99 0.992; 0.988 0.993; 0.989 0.993; 0.99 0.993; 0.991 0.993; 0.992 0.993; 0.99 0.993; 0.991 0.993; 0.99 0.992; 0.99 0.992; 0.991 0.992; 0.99 0.993; 0.991 0.993; 0.992 0.991; 0.992 0.992; 0.993 0.992; 0.993 0.992; 0.992 0.991; 0.992 0.991],0.814,0.7884716407300623,0.8376640223583915,1.0,0.9963179161031344,1.0,[1.0 0.998; 1.0 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.997; 1.0 0.998; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.997 0.999; 1.0 0.999; 0.999 1.0; 1.0 0.998; 1.0 1.0; 0.999 1.0; 0.999 1.0; 0.997 0.998; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.998 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 0.999 1.0; 1.0 0.999; 1.0 1.0; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.998 0.999; 1.0 1.0; 0.999 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.998 1.0; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 1.0; 1.0 0.999; 0.999 1.0; 0.999 0.999; 0.999 1.0; 0.999 0.999; 0.997 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.998; 0.999 1.0; 0.999 1.0; 0.999 1.0; 0.999 0.998; 1.0 1.0; 0.998 1.0; 1.0 0.999; 0.999 1.0; 0.999 1.0; 0.999 1.0; 1.0 0.999; 1.0 0.999; 1.0 0.999; 0.998 1.0; 0.999 1.0; 1.0 0.999; 1.0 0.998; 0.999 0.997; 0.999 1.0; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.997; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.998; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 0.998 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 0.999; 0.999 0.999; 0.999 0.999; 1.0 0.997; 0.999 0.999; 1.0 0.998; 0.998 1.0; 1.0 1.0; 1.0 0.998; 0.999 0.999; 0.998 1.0; 1.0 1.0; 0.999 0.999; 0.996 1.0; 1.0 0.997; 0.999 0.997; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 0.999; 0.998 0.999; 1.0 0.999; 1.0 0.999; 0.999 1.0; 0.998 0.998; 0.999 0.998; 0.998 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 0.997; 0.999 0.998; 1.0 0.998; 0.998 1.0; 0.999 1.0; 0.999 0.997; 1.0 0.997; 0.999 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0],50000
"[:α, :β, :x0, :y0, :σ]","[1, 2, 3, 4, 5]",0,0.951,0.9357339468598304,0.9635329408279522,[0.993 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.996; 0.994 0.995; 0.994 0.995; 0.993 0.994; 0.993 0.994; 0.993 0.994; 0.992 0.994; 0.992 0.993; 0.992 0.993; 0.992 0.993; 0.992 0.993; 0.991 0.993; 0.992 0.993; 0.994 0.993; 0.995 0.993; 0.995 0.994; 0.992 0.994; 0.992 0.995; 0.993 0.995; 0.992 0.995; 0.992 0.995; 0.993 0.995; 0.992 0.997; 0.992 0.996; 0.992 0.996; 0.992 0.997; 0.993 0.997; 0.994 0.997; 0.994 0.997; 0.993 0.997; 0.993 0.996; 0.993 0.995; 0.993 0.994; 0.993 0.994; 0.993 0.993; 0.994 0.993; 0.994 0.993; 0.994 0.993; 0.994 0.993; 0.995 0.993; 0.996 0.994; 0.994 0.993; 0.993 0.993; 0.993 0.993; 0.993 0.993; 0.995 0.993; 0.995 0.991; 0.995 0.991; 0.995 0.992; 0.995 0.992; 0.995 0.992; 0.996 0.992; 0.996 0.992; 0.996 0.992; 0.996 0.992; 0.995 0.991; 0.995 0.993; 0.995 0.993; 0.995 0.995; 0.995 0.995; 0.995 0.994; 0.995 0.994; 0.995 0.994; 0.995 0.994; 0.995 0.995; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.994 0.995; 0.994 0.994; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.995 0.995; 0.995 0.995; 0.995 0.995; 0.995 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.994 0.997; 0.993 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.993 0.997; 0.992 0.997; 0.992 0.997; 0.993 0.997; 0.993 0.997; 0.994 0.997; 0.995 0.997; 0.994 0.997; 0.994 0.997; 0.993 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.993 0.998; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.994 0.999; 0.994 0.998; 0.994 0.998; 0.994 0.996; 0.995 0.996; 0.996 0.996; 0.995 0.996; 0.994 0.996; 0.994 0.995; 0.994 0.996; 0.994 0.994; 0.994 0.994; 0.994 0.994; 0.994 0.995; 0.993 0.996; 0.993 0.996; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.995; 0.994 0.996; 0.994 0.996; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.993 0.996; 0.991 0.996; 0.993 0.996; 0.993 0.996; 0.993 0.996; 0.992 0.996; 0.992 0.996; 0.99 0.996; 0.992 0.997; 0.992 0.996; 0.994 0.996; 0.994 0.996; 0.995 0.995; 0.994 0.994; 0.993 0.994; 0.994 0.994; 0.995 0.994; 0.995 0.995; 0.994 0.995; 0.994 0.996; 0.994 0.996; 0.993 0.996; 0.993 0.995; 0.993 0.994; 0.993 0.995],0.819,0.7937091934424307,0.8423962581557706,1.0,0.9963179161031344,1.0,[1.0 0.998; 1.0 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.998; 1.0 0.998; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.997 0.999; 0.999 0.999; 0.999 1.0; 1.0 0.998; 1.0 1.0; 0.999 1.0; 0.999 1.0; 0.997 0.998; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.998 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 0.999 1.0; 1.0 0.999; 1.0 1.0; 0.999 0.999; 1.0 0.999; 1.0 0.998; 0.999 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 0.998; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.999 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 1.0; 1.0 0.999; 1.0 1.0; 0.999 0.999; 0.999 1.0; 0.999 0.998; 0.998 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 1.0; 0.999 1.0; 1.0 1.0; 0.999 0.998; 1.0 1.0; 0.998 1.0; 1.0 0.999; 1.0 1.0; 0.999 1.0; 0.999 1.0; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.998 1.0; 0.999 1.0; 1.0 0.999; 1.0 0.998; 0.999 0.998; 0.999 1.0; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.997; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.998; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 0.999 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 0.999; 0.999 0.999; 0.999 0.999; 1.0 0.997; 0.999 0.999; 1.0 0.997; 0.998 1.0; 1.0 1.0; 1.0 0.998; 0.999 0.999; 0.998 1.0; 1.0 1.0; 0.999 0.999; 0.996 1.0; 1.0 0.997; 0.999 0.997; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 0.998 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 0.998 0.998; 0.999 0.998; 0.998 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 0.997; 0.999 0.998; 1.0 0.998; 0.999 1.0; 0.999 1.0; 0.999 0.997; 1.0 0.997; 0.999 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0],100000
"[:α, :β, :x0, :y0, :σ]","[1, 2, 3, 4, 5]",0,0.969,0.9562849149937611,0.9788418280297914,[0.994 0.999; 0.994 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.997; 0.995 0.997; 0.994 0.997; 0.993 0.997; 0.994 0.997; 0.994 0.996; 0.994 0.996; 0.994 0.996; 0.995 0.996; 0.997 0.996; 0.997 0.996; 0.997 0.996; 0.997 0.996; 0.998 0.995; 0.998 0.995; 0.997 0.996; 0.996 0.996; 0.995 0.996; 0.995 0.997; 0.994 0.997; 0.994 0.997; 0.995 0.997; 0.994 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.994 0.999; 0.994 0.998; 0.994 0.998; 0.994 0.997; 0.994 0.997; 0.994 0.997; 0.996 0.996; 0.996 0.996; 0.997 0.996; 0.997 0.995; 0.997 0.994; 0.997 0.993; 0.996 0.993; 0.996 0.993; 0.995 0.993; 0.996 0.993; 0.994 0.993; 0.994 0.994; 0.995 0.995; 0.996 0.994; 0.996 0.995; 0.996 0.995; 0.996 0.995; 0.996 0.994; 0.996 0.994; 0.996 0.994; 0.995 0.994; 0.995 0.994; 0.995 0.995; 0.995 0.995; 0.995 0.994; 0.994 0.994; 0.994 0.995; 0.994 0.995; 0.995 0.994; 0.995 0.994; 0.996 0.994; 0.996 0.994; 0.996 0.995; 0.996 0.995; 0.996 0.995; 0.996 0.995; 0.996 0.995; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.997; 0.995 0.997; 0.995 0.997; 0.995 0.997; 0.995 0.997; 0.996 0.997; 0.996 0.997; 0.996 0.997; 0.996 0.998; 0.996 0.998; 0.996 0.999; 0.996 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.995 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.998; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.993 0.999; 0.993 0.999; 0.994 0.999; 0.993 0.999; 0.993 0.999; 0.994 0.999; 0.993 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.994 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.995 0.999; 0.994 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.999; 0.993 0.998; 0.993 0.997; 0.993 0.998; 0.993 0.997; 0.993 0.997; 0.993 0.997; 0.995 0.998; 0.995 0.997; 0.995 0.995; 0.995 0.996; 0.995 0.996; 0.995 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.996 0.996; 0.995 0.996; 0.995 0.996; 0.993 0.996; 0.992 0.996; 0.994 0.996; 0.995 0.996; 0.996 0.995; 0.997 0.995; 0.997 0.995; 0.997 0.995; 0.997 0.995; 0.996 0.997; 0.996 0.997; 0.997 0.997; 0.996 0.997; 0.996 0.997; 0.996 0.998; 0.997 0.998; 0.997 0.998; 0.997 0.997; 0.997 0.997],0.828,0.8031539260552609,0.8508970358520214,1.0,0.9963179161031344,1.0,[1.0 0.998; 1.0 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.998; 1.0 0.998; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.997 0.999; 1.0 0.999; 0.999 1.0; 1.0 0.998; 1.0 1.0; 0.999 1.0; 0.999 1.0; 0.997 0.998; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.998 1.0; 1.0 0.999; 1.0 0.999; 0.999 0.999; 0.999 1.0; 1.0 0.999; 1.0 1.0; 0.999 0.999; 1.0 0.999; 1.0 1.0; 1.0 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 0.999 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 1.0; 1.0 0.999; 1.0 1.0; 0.999 0.999; 0.999 1.0; 0.999 0.999; 0.997 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 1.0; 0.999 1.0; 1.0 1.0; 0.999 0.998; 1.0 1.0; 0.998 1.0; 1.0 0.999; 0.999 1.0; 0.999 1.0; 0.999 1.0; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.998 1.0; 0.999 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.998; 0.999 1.0; 0.999 0.999; 1.0 1.0; 1.0 1.0; 1.0 0.997; 1.0 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.998; 1.0 0.999; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 0.999 0.999; 0.999 0.999; 1.0 0.999; 1.0 0.999; 0.999 1.0; 0.999 0.999; 0.999 0.999; 1.0 0.997; 0.999 0.999; 1.0 0.997; 0.998 1.0; 1.0 1.0; 1.0 0.998; 0.999 0.999; 0.998 1.0; 1.0 1.0; 0.999 0.999; 0.996 1.0; 1.0 0.997; 0.999 0.998; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 0.999; 0.998 0.999; 1.0 1.0; 1.0 0.999; 0.999 1.0; 0.998 0.998; 0.999 0.998; 0.998 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 0.999 0.997; 0.999 0.998; 1.0 0.998; 0.999 1.0; 0.999 1.0; 0.999 0.997; 1.0 0.997; 0.999 1.0; 1.0 0.999; 1.0 0.998; 1.0 0.998; 1.0 1.0; 1.0 1.0; 1.0 0.999; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 0.999 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0; 1.0 1.0],200000
