θnames,θindices,hullmethod,coverage_median,coverage_mean,coverage_lb,coverage_ub,num_boundary_points,method_key,num_points
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.980665410869122,0.9770949729984514,0.9459089226212514,0.9959278964504089,40,4,40
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9803646177572152,0.9605088241888061,0.9132367523641376,1.0,40,4,40
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9954954040947183,0.9927866037332379,0.987177839298662,1.0,40,4,40
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9860917672547199,0.9828688361603121,0.9570285409442518,1.0,50,4,50
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9814814814814815,0.9629583632029372,0.9126373626373626,1.0,50,4,50
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9971671388101983,0.9946711707447924,0.990258153898219,1.0,50,4,50
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9861623498474539,0.9832162713108764,0.9570802285473551,1.0,50,4,50
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9849624060150376,0.968809465444224,0.9279835051546392,1.0,50,4,50
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9971671388101983,0.9946776167451679,0.9906620553359684,1.0,50,4,50
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9896156832298137,0.9865436859394234,0.96425983436853,1.0,60,4,60
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9855072463768116,0.9689349226458673,0.9196719125100026,1.0,60,4,60
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9979444993704634,0.9962076561505752,0.9921650459488908,1.0,60,4,60
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9898819273819275,0.9869111355617836,0.9642857142857143,1.0,60,4,60
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9888888888888889,0.9745440882803661,0.9374672774869109,1.0,60,4,60
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9979444993704634,0.9962076561505752,0.9921650459488908,1.0,60,4,60
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9925092582201773,0.9896377480948179,0.9686864837398373,1.0,70,4,70
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9893617021276596,0.9712150695820755,0.928227654698243,1.0,70,4,70
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9967397505539309,0.992585604472397,1.0,70,4,70
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9927796892920446,0.9899365808836469,0.9703550295857988,1.0,70,4,70
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9918367346938776,0.9764548362878762,0.9433655468630158,1.0,70,4,70
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.996750533513206,0.9925925925925926,1.0,70,4,70
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9935587594647858,0.9908315977898605,0.9717943499145161,1.0,80,4,80
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9905660377358491,0.9748801688131769,0.9345177217421972,1.0,80,4,80
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9972576517218423,0.9942484010912831,1.0,80,4,80
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9935998525406025,0.9910628190135394,0.9730951780913979,1.0,80,4,80
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9928057553956835,0.9797072152096639,0.950508946748098,1.0,80,4,80
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9972602558885091,0.9942484010912831,1.0,80,4,80
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9943342321520288,0.9924452231764678,0.9757966168371361,1.0,90,4,90
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9927007299270073,0.9757184636247944,0.9392323232323233,1.0,90,4,90
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9976612900905995,0.994616230024357,1.0,90,4,90
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9946235005058535,0.9926947981372641,0.9765295557228916,1.0,90,4,90
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9939759036144579,0.9800329596080272,0.9517258142926592,1.0,90,4,90
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9976671638057243,0.9947047277692438,1.0,90,4,90
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9955005111905171,0.9936372024419146,0.9795705782312925,1.0,100,4,100
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9937888198757764,0.9764502779001967,0.9337306843267108,1.0,100,4,100
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.997944304121639,0.9949849306811333,1.0,100,4,100
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.995575221238938,0.9938678622843189,0.9803658376102118,1.0,100,4,100
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9945945945945946,0.9807218518117549,0.9508530763790665,1.0,100,4,100
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.997944304121639,0.9949849306811333,1.0,100,4,100
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.8709677419354839,0.863666254581153,0.7853815251023056,0.9188247824510515,10,5,10
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.8229329962073324,0.8056550887678174,0.6792987012987013,0.8896980377214707,10,5,10
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9246682381700715,0.916772819223199,0.8866200494910927,0.9476115113630345,10,5,10
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.8709677419354839,0.8639246120117762,0.7856989576946658,0.9196607142857143,10,5,10
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.8280542986425339,0.8117945091499315,0.687876923076923,0.891329625884732,10,5,10
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9246682381700715,0.916772819223199,0.8866200494910927,0.9476115113630345,10,5,10
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9716913090515686,0.9678431081724115,0.9258462469493443,0.9934335443037975,20,5,20
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9371854212509801,0.9157833099633346,0.8137851731601732,0.9830684295660737,20,5,20
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9811023153383727,0.9797480663773817,0.9641388693591647,0.9921350696547547,20,5,20
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9720148279642875,0.9680811297413037,0.9264188882402542,0.9934335443037975,20,5,20
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9386233989882682,0.9166026040587076,0.8137851731601732,0.9834126930140806,20,5,20
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9811320754716981,0.9797537160948958,0.9641388693591647,0.9921350696547547,20,5,20
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9897435897435898,0.9872715439563744,0.9652685090120922,1.0,30,5,30
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9781659388646288,0.9616917821922153,0.904704875962361,1.0,30,5,30
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.991304347826087,0.9905712171037199,0.9812698882036551,1.0,30,5,30
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9899117115741801,0.9874094653830081,0.9652685090120922,1.0,30,5,30
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9803921568627451,0.9625860354969762,0.9050747306221759,1.0,30,5,30
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.991304347826087,0.9905795241444949,0.9812698882036551,1.0,30,5,30
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9941520467836257,0.9930036162319357,0.9787080973519057,1.0,40,5,40
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9892470010117069,0.9773788618259356,0.9421750663129973,1.0,40,5,40
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.995043180226773,0.9947010141204154,0.9879433146118307,1.0,40,5,40
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9942196531791907,0.9931075991341218,0.9787080973519057,1.0,40,5,40
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9896097587305015,0.9778749827063495,0.9433528518759489,1.0,40,5,40
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.995085965420651,0.9947465605268375,0.9880916737952666,1.0,40,5,40
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.995288515965771,0.9950285358247856,0.9840927837231928,1.0,50,5,50
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9929078014184397,0.9882428326032414,0.9629009762900975,1.0,50,5,50
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9971181556195965,0.9965686599511895,0.990796130250118,1.0,50,5,50
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9953916072035338,0.9951446909207651,0.984830866807611,1.0,50,5,50
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9932432432432432,0.9887377710279863,0.9642426850258176,1.0,50,5,50
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9971181556195965,0.9965686599511895,0.990796130250118,1.0,50,5,50
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9962241751070249,0.9879139031721191,1.0,60,5,60
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9949494949494949,0.9898734277087021,0.9696736596736597,1.0,60,5,60
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9976470457967933,0.9973767310314428,0.9921207488691574,1.0,60,5,60
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9963186409457113,0.9879505951370875,1.0,60,5,60
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9950248756218906,0.9901148893094518,0.9701417910447762,1.0,60,5,60
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9976470457967933,0.9973767310314428,0.9921207488691574,1.0,60,5,60
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9972535167268461,0.9897273097273097,1.0,70,5,70
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9955357142857143,0.9933142929759217,0.9759,1.0,70,5,70
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9983242396250503,0.9939740781307047,1.0,70,5,70
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9973352213269161,0.9897933019361591,1.0,70,5,70
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9959677419354839,0.9934857169573222,0.9764235294117647,1.0,70,5,70
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9982948427908633,0.9939740781307047,1.0,70,5,70
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9975987462310689,0.9908456322297567,1.0,80,5,80
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.9930905990370087,0.9795705782312925,1.0,80,5,80
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9987040345727652,0.9945325000754762,1.0,80,5,80
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9976804092203534,0.9911010101010101,1.0,80,5,80
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9932955236526303,0.9795705782312925,1.0,80,5,80
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9986901743300621,0.9945325000754762,1.0,80,5,80
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.997924722417457,0.9917990360791501,1.0,90,5,90
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.9937105086983713,0.9837749224634471,1.0,90,5,90
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.998941564015492,0.9955146850886761,1.0,90,5,90
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9979790473199932,0.9918978562421186,1.0,90,5,90
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9939452039536797,0.9842848832377629,1.0,90,5,90
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9989479537918498,0.9956091180866965,1.0,90,5,90
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9983260468839538,0.9917911738258283,1.0,100,5,100
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.994124617766648,0.9831460674157303,1.0,100,5,100
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.999169993124682,0.9958786705726442,1.0,100,5,100
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9983893474972645,0.9922419581273271,1.0,100,5,100
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9944068698253827,0.9831460674157303,1.0,100,5,100
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9991293651693198,0.9957559173790582,1.0,100,5,100
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.8522259791490561,0.8142011878675799,0.5984421916112056,0.9200144927536232,10,6,10
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.7288135593220338,0.7003508377791148,0.47745469869363677,0.867638954495355,10,6,10
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9117752513218509,0.9054026201331756,0.852938040887997,0.9415770609318996,10,6,10
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.8524725274725274,0.8146475760437258,0.6018487693839806,0.9200144927536232,10,6,10
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.7288646109863182,0.7025522861054657,0.47844338552303156,0.8725827550904334,10,6,10
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9117752513218509,0.9054175976463619,0.852938040887997,0.9415770609318996,10,6,10
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9743589743589743,0.9676626891116786,0.9175864816820253,0.9945737986270022,20,6,20
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9049356969064999,0.8862370006993981,0.75,0.9786363636363636,20,6,20
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9805230699196861,0.9793150660181441,0.9659550290135396,0.9921604185715738,20,6,20
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9745212593313859,0.9678556025900382,0.9196182648495126,0.9945737986270022,20,6,20
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9053849332047927,0.8867830125070869,0.75,0.9800199203187251,20,6,20
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9805636356767784,0.9793341623462584,0.9659550290135396,0.9921604185715738,20,6,20
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9886363636363636,0.9868178389976565,0.966658692185008,1.0,30,6,30
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.974910071942446,0.9565665841074815,0.8861247384748575,0.9955839162190362,30,6,30
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9917638945416724,0.9912355602116427,0.9818037898776685,1.0,30,6,30
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9887047936583541,0.9869929612117402,0.9682700421940929,1.0,30,6,30
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9756678033532253,0.9572906349459191,0.8861247384748575,0.9958753584078259,30,6,30
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9917638945416724,0.9912409463758882,0.9818037898776685,1.0,30,6,30
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9942855276907001,0.9930212918823208,0.9801457685251654,1.0,40,6,40
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9881304592843054,0.974667959130017,0.9220173923402227,1.0,40,6,40
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9951835806786482,0.9945967884426825,0.98729115490782,1.0,40,6,40
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9943661524788929,0.9931542479270545,0.9802887246852764,1.0,40,6,40
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9885710553814002,0.975197773329924,0.9233347465611457,1.0,40,6,40
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9951835806786482,0.9945967884426825,0.98729115490782,1.0,40,6,40
"[:λ, :K]","[1, 2]",MPPHullMethod(),0.9956709956709957,0.9952282004878561,0.9846961832061069,1.0,50,6,50
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9930434572202864,0.9833180770400022,0.9529242569511025,1.0,50,6,50
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9968944099378882,0.996392145733472,0.9905393497854695,1.0,50,6,50
"[:λ, :K]","[1, 2]",ConvexHullMethod(),0.9956709956709957,0.9952844862072543,0.9849208162022233,1.0,50,6,50
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9933992680376438,0.9836927708323562,0.9529242569511025,1.0,50,6,50
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9968944099378882,0.996392145733472,0.9905393497854695,1.0,50,6,50
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9962070117851234,0.9851740462266778,1.0,60,6,60
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9948186528497409,0.9855701059636547,0.9676967138981007,1.0,60,6,60
"[:K, :C0]","[2, 3]",MPPHullMethod(),0.9979818344737699,0.9975726243281349,0.9919338513778242,1.0,60,6,60
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9962673533168445,0.9853143051308189,1.0,60,6,60
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.9949494949494949,0.9858958503349081,0.967741935483871,1.0,60,6,60
"[:K, :C0]","[2, 3]",ConvexHullMethod(),0.9979818344737699,0.9975769280178527,0.9919338513778242,1.0,60,6,60
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9967667709343201,0.9877907482283379,1.0,70,6,70
"[:λ, :C0]","[1, 3]",MPPHullMethod(),0.9957983193277311,0.9883172638827827,0.9714285714285714,1.0,70,6,70
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9983170459066986,0.993986601986602,1.0,70,6,70
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9969312871943807,0.9882318134354334,1.0,70,6,70
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),0.996031746031746,0.9887735372097785,0.9719254460492778,1.0,70,6,70
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9983170459066986,0.993986601986602,1.0,70,6,70
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9972985562230352,0.9890619307832422,1.0,80,6,80
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.990529946581587,0.9786771507863089,1.0,80,6,80
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9985952980868533,0.994475138121547,1.0,80,6,80
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9974180856424479,0.9900910412972886,1.0,80,6,80
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9907303140245199,0.9786771507863089,1.0,80,6,80
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9984776510280298,0.994475138121547,1.0,80,6,80
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9980689886131772,0.9919793641336727,1.0,90,6,90
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.9916498096904486,0.9765365817535545,1.0,90,6,90
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9987442571416413,0.9949232120484106,1.0,90,6,90
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9981407562288301,0.9922450339147286,1.0,90,6,90
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9918560992482742,0.9765365817535545,1.0,90,6,90
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9986658257690922,0.9949089841456253,1.0,90,6,90
"[:λ, :K]","[1, 2]",MPPHullMethod(),1.0,0.9982785390674549,0.9925363829232887,1.0,100,6,100
"[:λ, :C0]","[1, 3]",MPPHullMethod(),1.0,0.9918801410651501,0.9817017229805325,1.0,100,6,100
"[:K, :C0]","[2, 3]",MPPHullMethod(),1.0,0.9990627411313557,0.9959781273855753,1.0,100,6,100
"[:λ, :K]","[1, 2]",ConvexHullMethod(),1.0,0.9983743033261302,0.9927482949701619,1.0,100,6,100
"[:λ, :C0]","[1, 3]",ConvexHullMethod(),1.0,0.9921280306713537,0.9830116586656217,1.0,100,6,100
"[:K, :C0]","[2, 3]",ConvexHullMethod(),1.0,0.9989576443832927,0.9958677685950413,1.0,100,6,100
