θname,θindex,coverage,coverage_lb,coverage_ub
λ,1,0.949,0.9334865384050652,0.9617947632253139
K,2,0.953,0.9379873693066948,0.9652649377332041
C0,3,0.947,0.9312448167100368,0.9600507476399807
